Date Text,Text Text,location,oblast,date,time,timezone,Year,Month,Day,Season,AM_PM
12.12.2023 01:08:45 UTC+03:00,"1-й штурмовий батальйон 92-ї ОШБр робить скиди на  російську штурмову групу на північний схід від Зеленопілля, Донецька область.Location: NE of Zelenopillia, Donetsk Oblast, Ukraine48.486254, 37.978325Source:https://t.me/Assault_Battalion_1/66",ne of zelenopillia - donetsk oblast - ukraine.,donetsk,2023-12-11,22:08:45,2023-12-12 01:08:45,2023,12,11,Winter,PM
12.12.2023 20:54:22 UTC+03:00,"Російські військові ФПВ дроном встановлюють мінні загородження на річці Конка, що поблизу Кринок, Херсонська область.Location: Konka River, near Krynky, Kherson Oblast, Ukraine46.743293, 33.090418Source:https://t.me/Dnepro_Rub/1663",konka river - near krynky - kherson oblast,kherson,2023-12-12,17:54:22,2023-12-12 20:54:22,2023,12,12,Winter,PM
12.12.2023 23:46:47 UTC+03:00,"Російські військові заявляють про взяття Мар'їнки, Донецька область.Бляха, та звідки у них стільки прапорів?!Location: Marinka, Donetsk Oblast, Ukraine47.950574, 37.485494Source:https://t.me/tankistrossii100/2224",marinka - donetsk oblast - ukraine.,donetsk,2023-12-12,20:46:47,2023-12-12 23:46:47,2023,12,12,Winter,PM
13.12.2023 02:09:19 UTC+03:00,"6-та штурмова рота 5-ї ОШБр робить скиди на російську піхоту в південно західній частині Бахмута, Донецька область.Location: Bakhmut, Donetsk Oblast, Ukraine0:01-0:24 -48.564446, 37.960760Source:https://twitter.com/Teoyaomiquu/status/1734657968459645151",bakhmut - donetsk oblast - ukraine:-: -.,donetsk,2023-12-12,23:09:19,2023-12-13 02:09:19,2023,12,12,Winter,PM
13.12.2023 23:00:07 UTC+03:00,"Підрозділ ""Гаруда"" 46-ї ОАеМБр ФПВ дроном атакує російську піхоту в Мар'їнці, Донецька область.Location: Marinka, Donetsk Oblast, Ukraine0:10-0:12/0:21-0:40 -47.949439, 37.489060Source:https://t.me/garuda_46/50",marinka - donetsk oblast - ukraine:-:/:-: -.,donetsk,2023-12-13,20:00:07,2023-12-13 23:00:07,2023,12,13,Winter,PM
14.12.2023 01:00:33 UTC+03:00,"33-й полк рф ФПВ дроном атакує українські позиції поблизу Новомихайлівки, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.858627, 37.513518Source:https://t.me/nm_dnr/11418",novomykhailivka - donetsk oblast - ukraine.,donetsk,2023-12-13,22:00:33,2023-12-14 01:00:33,2023,12,13,Winter,PM
14.12.2023 14:55:31 UTC+03:00,"Підрозділ ""Khorne Group"" 116-ї ОМБр ФПВ дроном атакує російську піхоту на північ від Степового, Донецька область.Location: N of Stepove, Donetsk Oblast, Ukraine48.215190,37.66721948.215372,37.666917Source:https://t.me/khornegroup/1181",n of stepove - donetsk oblast - ukraine.,donetsk,2023-12-14,11:55:31,2023-12-14 14:55:31,2023,12,14,Winter,AM
15.12.2023 20:29:53 UTC+03:00,"Обстріл українських позицій з РСЗО ""Чебурашка"" в населеному пункті Новомихайлівка, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.856507, 37.511871Source:https://t.me/dugout_uncle_zhora/422",novomykhailivka - donetsk oblast - ukraine.,donetsk,2023-12-15,17:29:53,2023-12-15 20:29:53,2023,12,15,Winter,PM
16.12.2023 19:27:21 UTC+03:00,"2-й механізований батальйон 3-ї ОШБр ФПВ дроном атакує російську піхоту на північний захід від Хромового, Донецька область.Location: NW of Khromove, Donetsk Oblast, Ukraine48.604766, 37.941045Source:https://t.me/lumieregroup/37",nw of khromove - donetsk oblast - ukraine.,donetsk,2023-12-16,16:27:21,2023-12-16 19:27:21,2023,12,16,Winter,PM
17.12.2023 16:08:31 UTC+03:00,"110-та бригада рф обстрілює українські позиції на схід від Невельського, Донецька область.Location: E of Nevelske, Donetsk Oblast, Ukraine0:01-0:12 -48.057058, 37.604312Source:https://t.me/nm_dnr/11437",e of nevelske - donetsk oblast - ukraine:-: -.,donetsk,2023-12-17,13:08:31,2023-12-17 16:08:31,2023,12,17,Winter,PM
17.12.2023 20:58:57 UTC+03:00,16:28 - Латвийский шпион отчитывается о передаче Гарминов пилотам су-2519:12 - Fisterbimber сообщает о гибели русского борта.Думайте…С ув.Военкор Хохлов,nan - nan - nan,,2023-12-17,17:58:57,2023-12-17 20:58:57,2023,12,17,Winter,PM
17.12.2023 21:53:33 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скиди на російську піхоту в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine0:01-0:20 -49.772463, 37.706259Source:https://t.me/UkrArmy3/518https://twitter.com/klinger66/status/1736447797837078656",synkivka - kharkiv oblast - ukraine:-: -.,kharkiv,2023-12-17,18:53:33,2023-12-17 21:53:33,2023,12,17,Winter,PM
17.12.2023 22:37:20 UTC+03:00,"Вибачте, але я не міг не викласти xD",nan - nan - nan,,2023-12-17,19:37:20,2023-12-17 22:37:20,2023,12,17,Winter,PM
18.12.2023 18:05:25 UTC+03:00,"Підрозділ ""VORON 100"" 100-ї бригади ТрО ФПВ дроном атакує російську піхоту в населеному пункті Кузьмине, Луганська область.Location: Kuzmine, Luhansk Oblast, Ukraine49.006626, 38.150240Source:https://t.me/Volyn100obrTrO/1072",kuzmine - luhansk oblast - ukraine.,luhansk,2023-12-18,15:05:25,2023-12-18 18:05:25,2023,12,18,Winter,PM
19.12.2023 14:06:01 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скид на російську піхоту в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.771746, 37.706288Source:https://t.me/UkrArmy3/552",synkivka - kharkiv oblast - ukraine.,kharkiv,2023-12-19,11:06:01,2023-12-19 14:06:01,2023,12,19,Winter,AM
19.12.2023 16:45:44 UTC+03:00,"Підрозділ ""Perun group"" 79-ї ОДШБр робить скиди на російську піхоту поблизу Новомихайлівки, Донецька область.Location: near Novomykhailivka, Donetsk Oblast, Ukraine0:01-0:16 -47.850505, 37.5139340:31-0:40 -47.850629, 37.513917Source:https://t.me/Perun_Group/234https://t.me/lost_warinua/58870https://t.me/dugout_uncle_zhora/422",near novomykhailivka - donetsk oblast - ukraine:-: -.,donetsk,2023-12-19,13:45:44,2023-12-19 16:45:44,2023,12,19,Winter,PM
19.12.2023 23:36:41 UTC+03:00,"""Балу"" демонструє ""санітарні втрати"" росіян в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine0:33-0:43 -46.735305, 33.0886270:44-0:49 -46.733177, 33.079024Source:https://t.me/BALUhub/6808",krynky - kherson oblast - ukraine:-: -.,kherson,2023-12-19,20:36:41,2023-12-19 23:36:41,2023,12,19,Winter,PM
20.12.2023 20:53:04 UTC+03:00,"59-та ОМПБр знищує російський 2С5 ""Гіацинт-С"" в Петровському районі Донецька.Location: Petrovskyi District, Donetsk, Ukraine47.957237, 37.637674Source:https://t.me/inquisition59/68",petrovskyi district - donetsk - ukraine.,,2023-12-20,17:53:04,2023-12-20 20:53:04,2023,12,20,Winter,PM
20.12.2023 22:47:03 UTC+03:00,"Підрозділ рф ""Спарта"" ФПВ дронами знищує українську БМП в Тоненькому, Донецька область.Location: Tonenke, Donetsk Oblast, Ukraine48.132257, 37.640934Source:https://t.me/orbSparta_Officially/36",tonenke - donetsk oblast - ukraine.,donetsk,2023-12-20,19:47:03,2023-12-20 22:47:03,2023,12,20,Winter,PM
21.12.2023 17:01:31 UTC+03:00,"97-й батальйон 60-ї ОМБр та 21-ша ОМБр обстрілює російські позиції на схід від Ямполівки, Донецька область.Location: E of Yampolivka, Donetsk Oblast, Ukraine0:28-0:34 -49.070703, 38.0506440:35-0:42 -49.072080, 38.0418740:45-0:53 -49.070009, 38.0393500:56-1:03 -49.0751680, 38.0522191:24-1:35 -49.075580, 38.0474031:44-2:10 -49.072138, 38.048411Source:t.me/omb_97/82",e of yampolivka - donetsk oblast - ukraine:-: -.,donetsk,2023-12-21,14:01:31,2023-12-21 17:01:31,2023,12,21,Winter,PM
21.12.2023 18:10:13 UTC+03:00,"20.12.23Уничтоженный носитель МБР РС-28 Сармат на шасси ВАЗ 2109 ВС РФ. Предположительно, разобран на запчастиVійна в України, Vтрати техніки. Підписатися",nan - nan - nan,,2023-12-21,15:10:13,2023-12-21 18:10:13,2023,12,21,Winter,PM
21.12.2023 18:39:17 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скид на російську піхоту на північний схід від Синьківки, Харківська область.Location: NE of Synkivka, Kharkiv Oblast, Ukraine49.774057, 37.708639Source:https://t.me/UkrArmy3/566",ne of synkivka - kharkiv oblast - ukraine.,kharkiv,2023-12-21,15:39:17,2023-12-21 18:39:17,2023,12,21,Winter,PM
22.12.2023 16:32:16 UTC+03:00,"140-й розвідбатальйон коригує удар HIMARS по російським позиціям на північ від Великих Копанів, Херсонська область.Location: N of Velyki Kopani, Kherson Oblast, Ukraine0:06-0:26 -46.522984, 32.9593580:27-0:50 -46.523729, 32.958668Source:https://twitter.com/ukrspecsystems/status/1738106828792176782",n of velyki kopani - kherson oblast - ukraine:-: -.,kherson,2023-12-22,13:32:16,2023-12-22 16:32:16,2023,12,22,Winter,PM
22.12.2023 22:46:12 UTC+03:00,"Підрозділ ""Бойові Хрущі"" 67-ї ОМБр ФПВ дроном атакує російські позиції на південний схід від Діброви, Луганська область.Location: SE of Dibrova, Luhansk Oblast, Ukraine48.974588, 38.136315Source:https://youtube.com/watch?v=0tgoy2OqGVc",se of dibrova - luhansk oblast - ukraine.,luhansk,2023-12-22,19:46:12,2023-12-22 22:46:12,2023,12,22,Winter,PM
23.12.2023 15:11:29 UTC+03:00,"Заявлено про удар HIMARS в населеному пункті Максима Горького, Херсонська область.Location: Maksyma Horkoho, Kherson Oblast, Ukraine46.133991, 33.288012Source:https://t.me/aakherson/1146",maksyma horkoho - kherson oblast - ukraine.,kherson,2023-12-23,12:11:29,2023-12-23 15:11:29,2023,12,23,Winter,PM
23.12.2023 21:58:36 UTC+03:00,"1-й аеромобільний батальйон 81-ї ОАМБр робить скид на російську піхоту на північний схід від Білогорівки, Луганська область. 30.11.2023.Location: NE of Bilohorivka, Luhansk Oblast, Ukraine48.937763, 38.268202Source:https://t.me/sowaFm/52",ne of bilohorivka - luhansk oblast - ukraine.,luhansk,2023-12-23,18:58:36,2023-12-23 21:58:36,2023,12,23,Winter,PM
25.12.2023 01:41:57 UTC+03:00,"Робота українського танка в Новомихайлівці, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.850659, 37.488954Source:https://twitter.com/nevedimka123/status/1738873676798329319",novomykhailivka - donetsk oblast - ukraine.,donetsk,2023-12-24,22:41:57,2023-12-25 01:41:57,2023,12,24,Winter,PM
25.12.2023 15:09:53 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр демонструє знищення залишків російської штурмової групи в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.769588, 37.70322249.770297, 37.704004Source:https://t.me/UkrArmy3/600",synkivka - kharkiv oblast - ukraine.,kharkiv,2023-12-25,12:09:53,2023-12-25 15:09:53,2023,12,25,Winter,PM
25.12.2023 17:24:22 UTC+03:00,"Міноборони рф демонструє роботу БМ-21 ""Град"" в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.054439, 38.236367Source:https://t.me/mod_russia/33961",kreminna - luhansk oblast - ukraine.,luhansk,2023-12-25,14:24:22,2023-12-25 17:24:22,2023,12,25,Winter,PM
26.12.2023 17:53:27 UTC+03:00,"3-тя рота 53-ї ОМБр обстрілює російські позиції з МК-19 в Опитному, Донецька область.Location: Opytne, Donetsk Oblast, Ukraine48.099689, 37.72131548.098086, 37.72209148.100462, 37.721384Source:https://t.me/ButusovPlus/7047",opytne - donetsk oblast - ukraine.,donetsk,2023-12-26,14:53:27,2023-12-26 17:53:27,2023,12,26,Winter,PM
26.12.2023 21:44:34 UTC+03:00,"Танк 2-го МБ 30-ої ОМБр ""закатує"" залишки ворога в СиньківціЛокація: Синьківка, Куп'янський районДжерело49.770058,37.703415🇺🇦CyberBoroshnoMap",nan - nan - nan,,2023-12-26,18:44:34,2023-12-26 21:44:34,2023,12,26,Winter,PM
27.12.2023 01:59:40 UTC+03:00,"Російський військовий демонструє стан російських укріплень в Міжводному, Крим.Location: Mizhvodne, Crimea, Ukraine45.570715, 32.845473Source:https://t.me/russianocontext/1546",mizhvodne - crimea - ukraine.,,2023-12-26,22:59:40,2023-12-27 01:59:40,2023,12,26,Winter,PM
27.12.2023 14:31:50 UTC+03:00,"3-й батальйон «Свобода» бригади НГУ «Рубіж» ФПВ дронами атакує російські позиції на північний схід від Спірного, Донецька область.Location: NE of Spirne, Donetsk Oblast, Ukraine48.819109,38.25688148.819249,38.257625Source:https://t.me/svoboda_army/1809",ne of spirne - donetsk oblast - ukraine.,donetsk,2023-12-27,11:31:50,2023-12-27 14:31:50,2023,12,27,Winter,AM
27.12.2023 15:06:39 UTC+03:00,"😁😁😁Location: Sahy, Kherson Oblast, Ukraine46.614273, 32.795132Source:https://www.youtube.com/shorts/Qnc6W436uX4",sahy - kherson oblast - ukraine.,kherson,2023-12-27,12:06:39,2023-12-27 15:06:39,2023,12,27,Winter,PM
27.12.2023 21:22:42 UTC+03:00,"108-й батальйон 10-ї ОГШБр робить скиди на російську піхоту на захід від Ягідного, Харківська область.Location: W of Yahidne, Kharkiv Oblast, Ukraine49.661809, 37.91009049.661818, 37.911172Source:https://t.me/OGHB_108/246",w of yahidne - kharkiv oblast - ukraine.,kharkiv,2023-12-27,18:22:42,2023-12-27 21:22:42,2023,12,27,Winter,PM
29.12.2023 02:00:31 UTC+03:00,"Знищення РЕР «Артікул-П» ФПВ дроном в Донецьку.Location: Kuibyshevskyi District, Donetsk, Ukraine48.029584, 37.715550Source:https://t.me/inquisition59/72",kuibyshevskyi district - donetsk - ukraine.,,2023-12-28,23:00:31,2023-12-29 02:00:31,2023,12,28,Winter,PM
29.12.2023 14:28:57 UTC+03:00,"Російські військові демонструють свої втрати на південь від Кринок, Херсонська область.Location: S of Krynky, Kherson Oblast, Ukraine46.703588, 33.11630246.704079, 33.112059Source:https://t.me/russianocontext/1574https://t.me/russianocontext/1575",s of krynky - kherson oblast - ukraine.,kherson,2023-12-29,11:28:57,2023-12-29 14:28:57,2023,12,29,Winter,AM
29.12.2023 16:28:05 UTC+03:00,,nan - nan - nan,,2023-12-29,13:28:05,2023-12-29 16:28:05,2023,12,29,Winter,PM
29.12.2023 17:20:32 UTC+03:00,"3-тя штурмова рота 24-го штурмового батальйону ""Айдар"" ФПВ дроном знищує російську БМП на південний захід від Бахмута, Донецька область.Location: SW of Bakhmut, Donetsk Oblast, Ukraine48.555951, 37.971434Source:https://t.me/aidar_24/454",sw of bakhmut - donetsk oblast - ukraine.,donetsk,2023-12-29,14:20:32,2023-12-29 17:20:32,2023,12,29,Winter,PM
29.12.2023 23:03:47 UTC+03:00,"1-й штурмовий батальйон 92-ї ОШБр скидом атакує російську піхоту на південний схід від Андріївки, Донецька область.Location: SE of Andriyivka, Donetsk Oblast, Ukraine48.491143, 37.992625Source:https://t.me/Assault_Battalion_1/73",se of andriyivka - donetsk oblast - ukraine.,donetsk,2023-12-29,20:03:47,2023-12-29 23:03:47,2023,12,29,Winter,PM
30.12.2023 15:08:30 UTC+03:00,"98-ма повітрянодесантна дивізія рф демонструє свою роботу в населеному пункті Хромове, Донецька область.Location: Khromove, Donetsk Oblast, Ukraine48.599196, 37.943352Source:https://t.me/vdd98/2025",khromove - donetsk oblast - ukraine.,donetsk,2023-12-30,12:08:30,2023-12-30 15:08:30,2023,12,30,Winter,PM
30.12.2023 18:13:13 UTC+03:00,"Російський військовий демонструє результат роботи трьох українських ФПВ дронів на Лисичанському НПЗ, Луганська область.Location: Lysychansk Oil Refinery, Verkhniokamianka, Luhansk Oblast48.842400, 38.313371Source:https://t.me/russianocontext/1595",lysychansk oil refinery - verkhniokamianka - luhansk oblast.,luhansk,2023-12-30,15:13:13,2023-12-30 18:13:13,2023,12,30,Winter,PM
30.12.2023 22:17:10 UTC+03:00,"Жителі Бєлгорода знімають запуск, вірогідно, С-300 по ХарковуLocation: Belgorod, Belgorod Oblast, RussiaPov:50.563866, 36.569920Source:https://t.me/belgorod_informant/6056",belgorod - belgorod oblast - russiapov:.,belgorod,2023-12-30,19:17:10,2023-12-30 22:17:10,2023,12,30,Winter,PM
01.01.2024 03:14:04 UTC+03:00,"Підрозділ ""Khorne Group"" 116-ї ОМБр робить скиди на російські позиції на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.213421, 37.662822Source:https://t.me/khornegroup/1295",nw of stepove - donetsk oblast - ukraine.,donetsk,2024-01-01,00:14:04,2024-01-01 03:14:04,2024,1,1,Winter,AM
01.01.2024 14:44:18 UTC+03:00,"Підрозділ ССО ""Медоїд"" коригує HIMARS, який знищує ЗРК ""Бук"" в Гірному, Донецька область.Location: Hirne, Donetsk Oblast, Ukraine48.048363, 38.198177Source:https://t.me/ukr_sof/888",hirne - donetsk oblast - ukraine.,donetsk,2024-01-01,11:44:18,2024-01-01 14:44:18,2024,1,1,Winter,AM
01.01.2024 20:35:28 UTC+03:00,"Чергове відео з ""дороги смерті"" на південь від Кринок, Херсонська область.Location: S of Krynky, Kherson Oblast, Ukraine0:01-0:52 -46.692527,33.1262351:10-1:43 -46.703850,33.1153951:44-2:23 -46.703115,33.117765Source:https://t.me/russianocontext/1624",s of krynky - kherson oblast - ukraine:-: -.,kherson,2024-01-01,17:35:28,2024-01-01 20:35:28,2024,1,1,Winter,PM
01.01.2024 22:55:04 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр бере в полон групу російських військових в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.771033, 37.705328Source:https://t.me/UkrArmy3/664https://t.me/UkrArmy3/643",synkivka - kharkiv oblast - ukraine.,kharkiv,2024-01-01,19:55:04,2024-01-01 22:55:04,2024,1,1,Winter,PM
02.01.2024 16:39:49 UTC+03:00,"Аеророзвідка ДПСУ коригує вогонь по російським позиціям на північ від Копанів, Запорізька область.Location: Kopani, Zaporizhzhia Oblast, Ukraine47.489008, 35.722669Source:https://t.me/DPSUkr/17351",kopani - zaporizhzhia oblast - ukraine.,zaporizhzhia,2024-01-02,13:39:49,2024-01-02 16:39:49,2024,1,2,Winter,PM
02.01.2024 20:20:07 UTC+03:00,"Підрозділ ""SHADOW"" коригує знищення 2С4 ""Тюльпан"" в Макіївці, Донецька область.Location: Makiivka, Donetsk Oblast, Ukraine48.069890, 37.880313Source:https://t.me/pidrozdilshadowoficial/261",makiivka - donetsk oblast - ukraine.,donetsk,2024-01-02,17:20:07,2024-01-02 20:20:07,2024,1,2,Winter,PM
02.01.2024 22:14:41 UTC+03:00,"Екіпаж БпАК 73-го МЦСпО ССО виявив комплекс артилерійської розвідки 1К148 «Ястреб-АВ». Разом із дружнім підрозділом 140-м ОРБ було скориговано HIMARS по ворожій цілі.Локація: на північний захід від Морозівки, Херсонська область.Джерело46.498251, 33.346376🇺🇦CyberBoroshnoMap",nan - nan - nan,,2024-01-02,19:14:41,2024-01-02 22:14:41,2024,1,2,Winter,PM
03.01.2024 13:35:22 UTC+03:00,"Підрозділ ""Flying Skull"" коригує удар по розрахунку ""Орлан-10"" на північ від Виноградового, Херсонська область. Дата публікації 18.10.2023.Location: N of Vynohradove, Kherson Oblast, Ukraine46.421609, 32.925845Source:https://t.me/flyingskull/56",n of vynohradove - kherson oblast - ukraine.,kherson,2024-01-03,10:35:22,2024-01-03 13:35:22,2024,1,3,Winter,AM
03.01.2024 15:16:24 UTC+03:00,"ССО коригують удар HIMARS по російському розрахунку БпАК ""Zala"" в Токмаку, Запорізька область.Location: Tokmak, Zaporizhzhia Oblast, Ukraine47.226352, 35.679648Source:https://t.me/ukr_sof/891",tokmak - zaporizhzhia oblast - ukraine.,zaporizhzhia,2024-01-03,12:16:24,2024-01-03 15:16:24,2024,1,3,Winter,PM
03.01.2024 19:08:42 UTC+03:00,"Знищений російський радіолокаційний комплекс  «Зоопарк-1М» в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.063415, 38.223605Source:https://t.me/dosye_shpiona/467",kreminna - luhansk oblast - ukraine.,luhansk,2024-01-03,16:08:42,2024-01-03 19:08:42,2024,1,3,Winter,PM
04.01.2024 20:34:57 UTC+03:00,"Заявлено про ракетний удар по командному пункту з'єднання російських військ в Севастополі.Location: Sevastopol, Crimea, UkrainePov: ~44.511074, 33.529777Source:https://t.me/Crimeanwind/51386",sevastopol - crimea - ukrainepov: ~.,,2024-01-04,17:34:57,2024-01-04 20:34:57,2024,1,4,Winter,PM
04.01.2024 23:46:14 UTC+03:00,"Робота протиповітряної оборони в Новоросійську, Краснодарський край.Location: Novorossiysk, Krasnodar Krai, RussiaPov:44.694764, 37.786309Source:https://t.me/Crimeanwind/51433",novorossiysk - krasnodar krai - russiapov:.,,2024-01-04,20:46:14,2024-01-04 23:46:14,2024,1,4,Winter,PM
05.01.2024 18:42:26 UTC+03:00,"Заявлено про ураження макета ""IRIS-T SLM"" за допомогою ""Ланцета"" в Дмитренці, Херсонська область.Location: Dmytrenka, Kherson Oblast, Ukraine47.004997, 33.164602Source:https://t.me/Ne_Donskoy/1714https://twitter.com/WarVehicle/status/1742912706095538475https://twitter.com/lost_warinua/status/1743229752758968703",dmytrenka - kherson oblast - ukraine.,kherson,2024-01-05,15:42:26,2024-01-05 18:42:26,2024,1,5,Winter,PM
05.01.2024 20:14:12 UTC+03:00,"8-й полк ССО атакує російські позиції скидами з ФПВ дронів на південний захід від Роботиного, Запорізька область. Архівні кадри.Location: SW of Robotyne, Zaporizhzhia Oblast, Ukraine1:33-2:16 -47.431269, 35.826129Source:https://twitter.com/serhiyprytula/status/1743270440942858543",sw of robotyne - zaporizhzhia oblast - ukraine:-: -.,zaporizhzhia,2024-01-05,17:14:12,2024-01-05 20:14:12,2024,1,5,Winter,PM
05.01.2024 21:39:16 UTC+03:00,"Переміщення російських систем протиповітряної оборони в Єлизаветівці, Воронезька область. 26.02.2022.Location: Elyzavetovka, Voronezh Oblast, Russia50.454626, 40.189449Source:https://www.tiktok.com/@lelicbolicshincazyner6av/video/7068961318111382785?q=lelicbolicshincazyner6av&t=1704479766097",elyzavetovka - voronezh oblast - russia.,voronezh,2024-01-05,18:39:16,2024-01-05 21:39:16,2024,1,5,Winter,PM
06.01.2024 16:18:53 UTC+03:00,"Підрозділ ""Грифон"" 36-ї ОБрМП ФПВ дроном атакує російські позиції в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine46.744268, 33.111420Source:https://t.me/GRIFON501/213",krynky - kherson oblast - ukraine.,kherson,2024-01-06,13:18:53,2024-01-06 16:18:53,2024,1,6,Winter,PM
07.01.2024 14:18:45 UTC+03:00,"Українські військові розміновують прохід системою дистанційного розмінування ЗРП-2 (?) на схід від Кліщіївки, Донецька область.Location: E of Klishchiivka, Donetsk Oblast, Ukraine48.523273, 37.978406Source:https://t.me/supernova_plus/27081",e of klishchiivka - donetsk oblast - ukraine.,donetsk,2024-01-07,11:18:45,2024-01-07 14:18:45,2024,1,7,Winter,AM
07.01.2024 18:50:15 UTC+03:00,"ССО мінометним вогнем знищують групу росіян на схід від Степового, Донецька область.Location: E of Stepove, Donetsk Oblast, Ukraine48.195122, 37.691207Source:https://t.me/ukr_sof/899",e of stepove - donetsk oblast - ukraine.,donetsk,2024-01-07,15:50:15,2024-01-07 18:50:15,2024,1,7,Winter,PM
07.01.2024 21:04:48 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дроном влучає в російську вантажівку з піхотою на південь від Петрівки, Донецька область.Location: S of Petrivka, Donetsk Oblast, Ukraine47.644679, 37.154078Source:https://t.me/pidrozdilshadowoficial/274",s of petrivka - donetsk oblast - ukraine.,donetsk,2024-01-07,18:04:48,2024-01-07 21:04:48,2024,1,7,Winter,PM
07.01.2024 23:32:45 UTC+03:00,"Не, братан, я не забув це відеоhttps://t.me/natoptishh/2237https://t.me/osirskiy/446",nan - nan - nan,,2024-01-07,20:32:45,2024-01-07 23:32:45,2024,1,7,Winter,PM
08.01.2024 14:35:58 UTC+03:00,"Підрозділ ""Медоїд"" ССО, як заявлено, знищує російський комплекс радіоелектронної боротьби ""Тірада-2"" на південь від Горлівки, Донецька область.Location: S of Horlivka, Donetsk Oblast, Ukraine48.264275, 38.024800Source:https://t.me/ukr_sof/900",s of horlivka - donetsk oblast - ukraine.,donetsk,2024-01-08,11:35:58,2024-01-08 14:35:58,2024,1,8,Winter,AM
09.01.2024 00:35:43 UTC+03:00,"Аеророзвідка батальйона ім.Шейха Мансура коригує обстріл російських позицій касетними боєприпасами на Пн.Зх від Вербового, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.459295,35.948063Source:https://t.me/aerorozvidka_bshm/127",nw of verbove - zaporizhia oblast - ukraine.,zaporizhia,2024-01-08,21:35:43,2024-01-09 00:35:43,2024,1,8,Winter,PM
09.01.2024 23:04:12 UTC+03:00,"Робота підрозділу ГУР ""Кабул 9"" в Запорізькій області. Деякі гео вже були знайдені, деякі будуть знайдені, а може й не будуть,бо мені лінь.Location:Polohy, Zaporizhzhia Oblast, Ukraine0:01 -47.488254, 36.184008Ocheretuvate, Zaporizhzhia Oblast, Ukraine0:21 -47.341975, 35.958981Nove, Zaporizhzhia Oblast, Ukraine0:25 -47.349186, 35.794137Pavlivske, Zaporizhzhia Oblast, Ukraine0:31 -47.473833, 36.043319Dorozhnianka, Zaporizhzhia Oblast, Ukraine0:51 -47.581941, 36.263327Nesterianka, Zaporizhzhia Oblast, Ukraine1:17 -47.500696, 35.682487Source:https://t.me/DIUkraine/3291",polohy - zaporizhzhia oblast - ukraine: -.,zaporizhzhia,2024-01-09,20:04:12,2024-01-09 23:04:12,2024,1,9,Winter,PM
10.01.2024 15:41:02 UTC+03:00,"ФПВ дрон 5-ї окремої штурмової бригади атакує російські позиції на південний захід від Бахмута, Донецька область.Location: SW of Bakhmut, Donetsk Oblast, Ukraine0:01-0:20 -48.563518, 37.950777Source:https://twitter.com/ReporterTired/status/1745043482379505689",sw of bakhmut - donetsk oblast - ukraine:-: -.,donetsk,2024-01-10,12:41:02,2024-01-10 15:41:02,2024,1,10,Winter,PM
10.01.2024 21:30:31 UTC+03:00,"Підрозділ ""Грифон"" 36-ї ОБрМП ФПВ дроном атакує російську піхоту в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine46.741345, 33.101352Source:https://t.me/ssternenko/24256",krynky - kherson oblast - ukraine.,kherson,2024-01-10,18:30:31,2024-01-10 21:30:31,2024,1,10,Winter,PM
11.01.2024 14:23:29 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дронами атакує російську піхоту на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.216522, 37.662736Source:https://t.me/pidrozdilshadowoficial/287",nw of stepove - donetsk oblast - ukraine.,donetsk,2024-01-11,11:23:29,2024-01-11 14:23:29,2024,1,11,Winter,AM
11.01.2024 14:51:42 UTC+03:00,"""Strike Drones Company"" 47-ї ОМБр ФПВ дроном атакує російську піхоту на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.216494, 37.662884Source:https://t.me/strikedronescompany/51",nw of stepove - donetsk oblast - ukraine.,donetsk,2024-01-11,11:51:42,2024-01-11 14:51:42,2024,1,11,Winter,AM
