Date Text,Text Text
01.12.2023 20:36:55 UTC+03:00,"Демонстрація роботи піхоти 47-ї ОМБр поблизу Авдіївського коксохімічного заводу, Донецька область.Location: near Avdiivka Coke Plant, Donetsk Oblast, Ukraine48.188468, 37.693500Source:https://twitter.com/GloOouD/status/1730633431858507897"
02.12.2023 00:45:21 UTC+03:00,"Ударна аеророзвідка 30-ї ОМБр робить скид на російську піхоту на південний захід від Залізнянського, Донецька область.Location: SW of Zaliznyanske, Donetsk Oblast, Ukraine48.687409, 37.922511Source:https://t.me/aerobomber/204"
03.12.2023 20:54:41 UTC+03:00,"Російські військові демонструють роботу двох БМ-21 ""Град"" в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.057897, 38.233732Source:https://t.me/DnevnikDesantnika/5129"
03.12.2023 23:02:52 UTC+03:00,"87-й полк рф демонструє роботу роботизованої платформи для спрощення та безпечності логістики та евакуації в Авдіївці, Донецька область.Location: Avdiivka, Donetsk Oblast, Ukraine48.117548, 37.802555Source:https://t.me/pomosh_zemlyakam/3053"
04.12.2023 14:51:27 UTC+03:00,"8-й полк ССО коригує міномет та МК19 по живій силі росіян поблизу Авдіївського коксохімічного заводу, Донецька область.Location: near Avdiivka Coke Plant, Donetsk Oblast, Ukraine0:08-0:19 -48.188644, 37.6942160:20-0:32 -48.187248, 37.694393Source:https://t.me/ukr_sof/848"
04.12.2023 18:55:33 UTC+03:00,"Підрозділ ""Flying Skull"" коригує знищення САУ 2С7 ""Піон"" та ЗРК ""Оса"" поблизу Костогризового, Херсонська область.Location: near Kostohryzove, Kherson Oblast, Ukraine0:01-0:53 -46.529588, 32.8382620:54-1:54 -46.534555, 32.862395Source:https://t.me/flyingskull/87"
04.12.2023 22:53:17 UTC+03:00,"1-й штурмовий взвод РДК за допомогою БМП M2A2 «Bradley» та підкріплення від ЗСУ штурмують російські позиції поблизу АКХЗ, Донецька область. Кінець жовтня.Location: Avdiivka Coke Plant, Donetsk Oblast, Ukraine48.181518, 37.705946Source:https://t.me/russvolcorps/794"
05.12.2023 22:22:36 UTC+03:00,"Український ФПВ дрон атакує російську піхоту на північний схід від Степового, Донецька область.Location: NE of Stepove, Donetsk Oblast, Ukraine48.202928, 37.692863Source:https://t.me/ssternenko/23123https://t.me/lost_warinua/58364"
06.12.2023 01:29:18 UTC+03:00,"Підрозділ ""Khorne Group"" 116-ї ОМБр демонструє відбиту російську атаку на Степове, Донецька область.Location: Stepove, Donetsk Oblast, Ukraine48.197429, 37.689536Source:https://t.me/khornegroup/1123"
06.12.2023 23:22:30 UTC+03:00,"47-ма ОМБр демонструє відбиту російську атаку на Степове, Донецька область.Location: Stepove, Donetsk Oblast, Ukraine48.196178, 37.690789Source:https://t.me/ukraine_ombr/350"
07.12.2023 19:35:37 UTC+03:00,"Російські військові демонструють роботу трьох танків Т-80 БВМ на захід від Кремінної, Луганська область.Location: W of Kreminna, Luhansk Oblast, Ukraine49.033899, 38.126530Source:https://t.me/mod_russia/33205"
07.12.2023 23:19:03 UTC+03:00,"ЦСО А СБУ працює ФПВ дронами по російській піхоті на північний схід від Степового.Location: NE of Stepove, Donetsk Oblast, Ukraine0:01-50 -48.219992, 37.6858840:51-1:01 -48.213387, 37.6851151:02-1:52 -48.209653,37.6916901:53-2:39 -48.210254, 37.700100Source:https://t.me/ssternenko/23177"
08.12.2023 13:15:17 UTC+03:00,"Робота РуБпАК «АХІЛЛЕС» 92-ї ОШБр на південний схід від Андріївки, Донецька область.Location: SE of Andriyivka, Donetsk Oblast, Ukraine0:06-0:48 -48.499718, 37.9936970:49-0:55 -48.500162, 37.9881710:56-1:06 -48.496763, 37.986096Source:https://t.me/fedorenkoys/191"
08.12.2023 14:22:48 UTC+03:00,"Робота танка 116-ї ОМБр по російській піхоті в Авдіївці, Донецька область.Location: Avdiivka, Donetsk Oblast, Ukraine0:01-1:36 -48.176921, 37.7366661:37-2:20 -48.178251, 37.737846Source:https://t.me/khornegroup/1143"
08.12.2023 14:47:25 UTC+03:00,"Спільна робота 2 механізованого батальйону Президентської бригади та БУАР 110-ї по російській штурмовій групі на очисних спорудах Авдіївки, Донецька область.Location: Avdiivka, Donetsk Oblast, Ukraine0:04-0:06 -48.174575, 37.727703Source:https://t.me/BUAR110ombr/193"
08.12.2023 17:33:52 UTC+03:00,"Удивлялся...Location: Nechayeve, Kherson Oblast, Ukraine0:01-0:10 -46.579583, 32.7439780:11-0:54 -46.579219, 32.7440840:56-1:17 -46.580857, 32.746738Source:https://t.me/russianocontext/1461"
08.12.2023 23:10:55 UTC+03:00,"Російський дрон знімає пуск ракет з HIMARS та обстріл імовірного місця переховування. Молодіжне та пн.сх. від Інженерного, Херсонська область.ps. Відео старе, як світ, але геній на адміні тг каналу сказав, що це ЕКСКЛЮЗИВ і я витратив на це часMolodizhne, Kherson Oblast -46.729155, 32.689871NE of Inzhenerne, Kherson Oblast -46.711699, 32.714038Source:https://t.me/Zavas26/125"
09.12.2023 00:32:50 UTC+03:00,"Російські військові застосовують димову завісу для безпечного переміщення на очисних спорудах Авдіївки, Донецька область.Location: Avdiivka, Donetsk Oblast, Ukraine48.174689, 37.726770Source:https://t.me/extreme_tourism_company/1561"
09.12.2023 15:12:28 UTC+03:00,"Оператори 3-го окремого полку ССО ФПВ дроном атакують російську піхоту на північний захід від Красногорівки, Донецька область.Location: NW of Krasnohorivka, Donetsk Oblast, Ukraine48.221927, 37.708398Source:https://t.me/ukr_sof/857"
10.12.2023 13:24:16 UTC+03:00,"2-й механізований батальйон 92-ї ОШБр обстрілює російську штурмову групу на південний схід від Андріївки, Донецька область.Location: SE of Andriyivka, Donetsk Oblast, Ukraine48.490327, 37.982898Source:https://t.me/Honey_Badger92/72"
10.12.2023 14:24:06 UTC+03:00,"Російська атака технікою та відхід російської піхоти поблизу Водяного, Донецька область.Location: Vodiane, Donetsk Oblast, Ukraine48.108666,37.67846448.102852,37.684877Source:https://t.me/marmuletik_life/17990https://t.me/marmuletik_life/17996https://t.me/marmuletik_life/17994"
10.12.2023 19:22:52 UTC+03:00,"Російські військові в черговий раз підняли прапор над західною частиною Мар'їнки, Донецька область.Location: Marinka, Donetsk Oblast, Ukraine47.946734, 37.484738Source:https://t.me/rt_russian/182898"
11.12.2023 01:05:22 UTC+03:00,"Заявлено про обстріл українських позицій на північний захід від Майорська, Донецька область.Location: NW of Mayorsk, Donetsk Oblast, Ukraine48.403714, 37.963795Source:https://t.me/RVvoenkor/57995"
11.12.2023 01:36:26 UTC+03:00,"Штурм українських позицій за підтримки важкої техніки на південний схід від Кузьминого, Луганська область.Location: SE of Kuzmine, Luhansk Oblast, Ukraine48.964027, 38.172225Source:https://t.me/russianocontext/1470"
11.12.2023 02:39:04 UTC+03:00,"Підрозділ ""SHADOW"" робить скиди на російську піхоту поблизу Степового, Донецька область.Location: Stepove, Donetsk Oblast, Ukraine48.195104, 37.690923Source:https://t.me/pidrozdilshadowoficial/205"
11.12.2023 15:30:59 UTC+03:00,"Розвідувальна рота ""ARGUS"" 38-ї ОБрМП ФПВ дроном знищує російський БТР-82 на південний схід від Кринок, Херсонська область.Location: SE of Krynky, Kherson Oblast, Ukraine46.727043, 33.147032Source:https://t.me/ssternenko/23277"
11.12.2023 20:28:29 UTC+03:00,"1-й штурмовий батальйон 92-ї ОШБр робить скиди на російську піхоту на північний схід від Зеленопілля, Донецька область.Location: NE of Zelenopillia, Donetsk Oblast, Ukraine48.484486, 37.982484Source:https://t.me/Assault_Battalion_1/65"
11.12.2023 21:21:19 UTC+03:00,"12-та бригада спеціального призначення «Азов» НГУ ФПВ дроном знищила танк, який приймав участь в цьому штурмі.Location: SE of Kuzmine, Luhansk Oblast, Ukraine48.964273, 38.1702579Source:https://t.me/ngu_war_for_peace/14356"
11.12.2023 23:00:39 UTC+03:00,"Російські військові демонструють знищену техніку на південний захід від Кринок, Херсонська область.Location: SW of Krynky, Kherson Oblast, Ukraine46.700617, 33.079993Source:https://t.me/russianocontext/1475"
11.12.2023 23:59:11 UTC+03:00,"Ураження/знищення двох українських САУ та танків на північ від Тягинки, Херсонська область.Location: N of Tyahynka, Kherson Oblast, Ukraine46.799026, 33.04034246.812522, 33.03090446.805581, 33.045541Source:https://t.me/RVvoenkor/58009"
12.12.2023 01:08:45 UTC+03:00,"1-й штурмовий батальйон 92-ї ОШБр робить скиди на  російську штурмову групу на північний схід від Зеленопілля, Донецька область.Location: NE of Zelenopillia, Donetsk Oblast, Ukraine48.486254, 37.978325Source:https://t.me/Assault_Battalion_1/66"
12.12.2023 20:54:22 UTC+03:00,"Російські військові ФПВ дроном встановлюють мінні загородження на річці Конка, що поблизу Кринок, Херсонська область.Location: Konka River, near Krynky, Kherson Oblast, Ukraine46.743293, 33.090418Source:https://t.me/Dnepro_Rub/1663"
12.12.2023 23:46:47 UTC+03:00,"Російські військові заявляють про взяття Мар'їнки, Донецька область.Бляха, та звідки у них стільки прапорів?!Location: Marinka, Donetsk Oblast, Ukraine47.950574, 37.485494Source:https://t.me/tankistrossii100/2224"
13.12.2023 02:09:19 UTC+03:00,"6-та штурмова рота 5-ї ОШБр робить скиди на російську піхоту в південно західній частині Бахмута, Донецька область.Location: Bakhmut, Donetsk Oblast, Ukraine0:01-0:24 -48.564446, 37.960760Source:https://twitter.com/Teoyaomiquu/status/1734657968459645151"
13.12.2023 23:00:07 UTC+03:00,"Підрозділ ""Гаруда"" 46-ї ОАеМБр ФПВ дроном атакує російську піхоту в Мар'їнці, Донецька область.Location: Marinka, Donetsk Oblast, Ukraine0:10-0:12/0:21-0:40 -47.949439, 37.489060Source:https://t.me/garuda_46/50"
14.12.2023 01:00:33 UTC+03:00,"33-й полк рф ФПВ дроном атакує українські позиції поблизу Новомихайлівки, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.858627, 37.513518Source:https://t.me/nm_dnr/11418"
14.12.2023 14:55:31 UTC+03:00,"Підрозділ ""Khorne Group"" 116-ї ОМБр ФПВ дроном атакує російську піхоту на північ від Степового, Донецька область.Location: N of Stepove, Donetsk Oblast, Ukraine48.215190,37.66721948.215372,37.666917Source:https://t.me/khornegroup/1181"
15.12.2023 20:29:53 UTC+03:00,"Обстріл українських позицій з РСЗО ""Чебурашка"" в населеному пункті Новомихайлівка, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.856507, 37.511871Source:https://t.me/dugout_uncle_zhora/422"
16.12.2023 19:27:21 UTC+03:00,"2-й механізований батальйон 3-ї ОШБр ФПВ дроном атакує російську піхоту на північний захід від Хромового, Донецька область.Location: NW of Khromove, Donetsk Oblast, Ukraine48.604766, 37.941045Source:https://t.me/lumieregroup/37"
17.12.2023 16:08:31 UTC+03:00,"110-та бригада рф обстрілює українські позиції на схід від Невельського, Донецька область.Location: E of Nevelske, Donetsk Oblast, Ukraine0:01-0:12 -48.057058, 37.604312Source:https://t.me/nm_dnr/11437"
17.12.2023 20:58:57 UTC+03:00,16:28 - Латвийский шпион отчитывается о передаче Гарминов пилотам су-2519:12 - Fisterbimber сообщает о гибели русского борта.Думайте…С ув.Военкор Хохлов
17.12.2023 21:53:33 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скиди на російську піхоту в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine0:01-0:20 -49.772463, 37.706259Source:https://t.me/UkrArmy3/518https://twitter.com/klinger66/status/1736447797837078656"
17.12.2023 22:37:20 UTC+03:00,"Вибачте, але я не міг не викласти xD"
18.12.2023 18:05:25 UTC+03:00,"Підрозділ ""VORON 100"" 100-ї бригади ТрО ФПВ дроном атакує російську піхоту в населеному пункті Кузьмине, Луганська область.Location: Kuzmine, Luhansk Oblast, Ukraine49.006626, 38.150240Source:https://t.me/Volyn100obrTrO/1072"
19.12.2023 14:06:01 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скид на російську піхоту в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.771746, 37.706288Source:https://t.me/UkrArmy3/552"
19.12.2023 16:45:44 UTC+03:00,"Підрозділ ""Perun group"" 79-ї ОДШБр робить скиди на російську піхоту поблизу Новомихайлівки, Донецька область.Location: near Novomykhailivka, Donetsk Oblast, Ukraine0:01-0:16 -47.850505, 37.5139340:31-0:40 -47.850629, 37.513917Source:https://t.me/Perun_Group/234https://t.me/lost_warinua/58870https://t.me/dugout_uncle_zhora/422"
19.12.2023 23:36:41 UTC+03:00,"""Балу"" демонструє ""санітарні втрати"" росіян в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine0:33-0:43 -46.735305, 33.0886270:44-0:49 -46.733177, 33.079024Source:https://t.me/BALUhub/6808"
20.12.2023 20:53:04 UTC+03:00,"59-та ОМПБр знищує російський 2С5 ""Гіацинт-С"" в Петровському районі Донецька.Location: Petrovskyi District, Donetsk, Ukraine47.957237, 37.637674Source:https://t.me/inquisition59/68"
20.12.2023 22:47:03 UTC+03:00,"Підрозділ рф ""Спарта"" ФПВ дронами знищує українську БМП в Тоненькому, Донецька область.Location: Tonenke, Donetsk Oblast, Ukraine48.132257, 37.640934Source:https://t.me/orbSparta_Officially/36"
21.12.2023 17:01:31 UTC+03:00,"97-й батальйон 60-ї ОМБр та 21-ша ОМБр обстрілює російські позиції на схід від Ямполівки, Донецька область.Location: E of Yampolivka, Donetsk Oblast, Ukraine0:28-0:34 -49.070703, 38.0506440:35-0:42 -49.072080, 38.0418740:45-0:53 -49.070009, 38.0393500:56-1:03 -49.0751680, 38.0522191:24-1:35 -49.075580, 38.0474031:44-2:10 -49.072138, 38.048411Source:t.me/omb_97/82"
21.12.2023 18:10:13 UTC+03:00,"20.12.23Уничтоженный носитель МБР РС-28 Сармат на шасси ВАЗ 2109 ВС РФ. Предположительно, разобран на запчастиVійна в України, Vтрати техніки. Підписатися"
21.12.2023 18:39:17 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр робить скид на російську піхоту на північний схід від Синьківки, Харківська область.Location: NE of Synkivka, Kharkiv Oblast, Ukraine49.774057, 37.708639Source:https://t.me/UkrArmy3/566"
22.12.2023 16:32:16 UTC+03:00,"140-й розвідбатальйон коригує удар HIMARS по російським позиціям на північ від Великих Копанів, Херсонська область.Location: N of Velyki Kopani, Kherson Oblast, Ukraine0:06-0:26 -46.522984, 32.9593580:27-0:50 -46.523729, 32.958668Source:https://twitter.com/ukrspecsystems/status/1738106828792176782"
22.12.2023 22:46:12 UTC+03:00,"Підрозділ ""Бойові Хрущі"" 67-ї ОМБр ФПВ дроном атакує російські позиції на південний схід від Діброви, Луганська область.Location: SE of Dibrova, Luhansk Oblast, Ukraine48.974588, 38.136315Source:https://youtube.com/watch?v=0tgoy2OqGVc"
23.12.2023 15:11:29 UTC+03:00,"Заявлено про удар HIMARS в населеному пункті Максима Горького, Херсонська область.Location: Maksyma Horkoho, Kherson Oblast, Ukraine46.133991, 33.288012Source:https://t.me/aakherson/1146"
23.12.2023 21:58:36 UTC+03:00,"1-й аеромобільний батальйон 81-ї ОАМБр робить скид на російську піхоту на північний схід від Білогорівки, Луганська область. 30.11.2023.Location: NE of Bilohorivka, Luhansk Oblast, Ukraine48.937763, 38.268202Source:https://t.me/sowaFm/52"
25.12.2023 01:41:57 UTC+03:00,"Робота українського танка в Новомихайлівці, Донецька область.Location: Novomykhailivka, Donetsk Oblast, Ukraine47.850659, 37.488954Source:https://twitter.com/nevedimka123/status/1738873676798329319"
25.12.2023 15:09:53 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр демонструє знищення залишків російської штурмової групи в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.769588, 37.70322249.770297, 37.704004Source:https://t.me/UkrArmy3/600"
25.12.2023 17:24:22 UTC+03:00,"Міноборони рф демонструє роботу БМ-21 ""Град"" в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.054439, 38.236367Source:https://t.me/mod_russia/33961"
26.12.2023 17:53:27 UTC+03:00,"3-тя рота 53-ї ОМБр обстрілює російські позиції з МК-19 в Опитному, Донецька область.Location: Opytne, Donetsk Oblast, Ukraine48.099689, 37.72131548.098086, 37.72209148.100462, 37.721384Source:https://t.me/ButusovPlus/7047"
26.12.2023 21:44:34 UTC+03:00,"Танк 2-го МБ 30-ої ОМБр ""закатує"" залишки ворога в СиньківціЛокація: Синьківка, Куп'янський районДжерело49.770058,37.703415🇺🇦CyberBoroshnoMap"
27.12.2023 01:59:40 UTC+03:00,"Російський військовий демонструє стан російських укріплень в Міжводному, Крим.Location: Mizhvodne, Crimea, Ukraine45.570715, 32.845473Source:https://t.me/russianocontext/1546"
27.12.2023 14:31:50 UTC+03:00,"3-й батальйон «Свобода» бригади НГУ «Рубіж» ФПВ дронами атакує російські позиції на північний схід від Спірного, Донецька область.Location: NE of Spirne, Donetsk Oblast, Ukraine48.819109,38.25688148.819249,38.257625Source:https://t.me/svoboda_army/1809"
27.12.2023 15:06:39 UTC+03:00,"😁😁😁Location: Sahy, Kherson Oblast, Ukraine46.614273, 32.795132Source:https://www.youtube.com/shorts/Qnc6W436uX4"
27.12.2023 21:22:42 UTC+03:00,"108-й батальйон 10-ї ОГШБр робить скиди на російську піхоту на захід від Ягідного, Харківська область.Location: W of Yahidne, Kharkiv Oblast, Ukraine49.661809, 37.91009049.661818, 37.911172Source:https://t.me/OGHB_108/246"
29.12.2023 02:00:31 UTC+03:00,"Знищення РЕР «Артікул-П» ФПВ дроном в Донецьку.Location: Kuibyshevskyi District, Donetsk, Ukraine48.029584, 37.715550Source:https://t.me/inquisition59/72"
29.12.2023 14:28:57 UTC+03:00,"Російські військові демонструють свої втрати на південь від Кринок, Херсонська область.Location: S of Krynky, Kherson Oblast, Ukraine46.703588, 33.11630246.704079, 33.112059Source:https://t.me/russianocontext/1574https://t.me/russianocontext/1575"
29.12.2023 16:28:05 UTC+03:00,
29.12.2023 17:20:32 UTC+03:00,"3-тя штурмова рота 24-го штурмового батальйону ""Айдар"" ФПВ дроном знищує російську БМП на південний захід від Бахмута, Донецька область.Location: SW of Bakhmut, Donetsk Oblast, Ukraine48.555951, 37.971434Source:https://t.me/aidar_24/454"
29.12.2023 23:03:47 UTC+03:00,"1-й штурмовий батальйон 92-ї ОШБр скидом атакує російську піхоту на південний схід від Андріївки, Донецька область.Location: SE of Andriyivka, Donetsk Oblast, Ukraine48.491143, 37.992625Source:https://t.me/Assault_Battalion_1/73"
30.12.2023 15:08:30 UTC+03:00,"98-ма повітрянодесантна дивізія рф демонструє свою роботу в населеному пункті Хромове, Донецька область.Location: Khromove, Donetsk Oblast, Ukraine48.599196, 37.943352Source:https://t.me/vdd98/2025"
30.12.2023 18:13:13 UTC+03:00,"Російський військовий демонструє результат роботи трьох українських ФПВ дронів на Лисичанському НПЗ, Луганська область.Location: Lysychansk Oil Refinery, Verkhniokamianka, Luhansk Oblast48.842400, 38.313371Source:https://t.me/russianocontext/1595"
30.12.2023 22:17:10 UTC+03:00,"Жителі Бєлгорода знімають запуск, вірогідно, С-300 по ХарковуLocation: Belgorod, Belgorod Oblast, RussiaPov:50.563866, 36.569920Source:https://t.me/belgorod_informant/6056"
01.01.2024 03:14:04 UTC+03:00,"Підрозділ ""Khorne Group"" 116-ї ОМБр робить скиди на російські позиції на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.213421, 37.662822Source:https://t.me/khornegroup/1295"
01.01.2024 14:44:18 UTC+03:00,"Підрозділ ССО ""Медоїд"" коригує HIMARS, який знищує ЗРК ""Бук"" в Гірному, Донецька область.Location: Hirne, Donetsk Oblast, Ukraine48.048363, 38.198177Source:https://t.me/ukr_sof/888"
01.01.2024 20:35:28 UTC+03:00,"Чергове відео з ""дороги смерті"" на південь від Кринок, Херсонська область.Location: S of Krynky, Kherson Oblast, Ukraine0:01-0:52 -46.692527,33.1262351:10-1:43 -46.703850,33.1153951:44-2:23 -46.703115,33.117765Source:https://t.me/russianocontext/1624"
01.01.2024 22:55:04 UTC+03:00,"2-й механізований батальйон 30-ї ОМБр бере в полон групу російських військових в Синьківці, Харківська область.Location: Synkivka, Kharkiv Oblast, Ukraine49.771033, 37.705328Source:https://t.me/UkrArmy3/664https://t.me/UkrArmy3/643"
02.01.2024 16:39:49 UTC+03:00,"Аеророзвідка ДПСУ коригує вогонь по російським позиціям на північ від Копанів, Запорізька область.Location: Kopani, Zaporizhzhia Oblast, Ukraine47.489008, 35.722669Source:https://t.me/DPSUkr/17351"
02.01.2024 20:20:07 UTC+03:00,"Підрозділ ""SHADOW"" коригує знищення 2С4 ""Тюльпан"" в Макіївці, Донецька область.Location: Makiivka, Donetsk Oblast, Ukraine48.069890, 37.880313Source:https://t.me/pidrozdilshadowoficial/261"
02.01.2024 22:14:41 UTC+03:00,"Екіпаж БпАК 73-го МЦСпО ССО виявив комплекс артилерійської розвідки 1К148 «Ястреб-АВ». Разом із дружнім підрозділом 140-м ОРБ було скориговано HIMARS по ворожій цілі.Локація: на північний захід від Морозівки, Херсонська область.Джерело46.498251, 33.346376🇺🇦CyberBoroshnoMap"
03.01.2024 13:35:22 UTC+03:00,"Підрозділ ""Flying Skull"" коригує удар по розрахунку ""Орлан-10"" на північ від Виноградового, Херсонська область. Дата публікації 18.10.2023.Location: N of Vynohradove, Kherson Oblast, Ukraine46.421609, 32.925845Source:https://t.me/flyingskull/56"
03.01.2024 15:16:24 UTC+03:00,"ССО коригують удар HIMARS по російському розрахунку БпАК ""Zala"" в Токмаку, Запорізька область.Location: Tokmak, Zaporizhzhia Oblast, Ukraine47.226352, 35.679648Source:https://t.me/ukr_sof/891"
03.01.2024 19:08:42 UTC+03:00,"Знищений російський радіолокаційний комплекс  «Зоопарк-1М» в Кремінній, Луганська область.Location: Kreminna, Luhansk Oblast, Ukraine49.063415, 38.223605Source:https://t.me/dosye_shpiona/467"
04.01.2024 20:34:57 UTC+03:00,"Заявлено про ракетний удар по командному пункту з'єднання російських військ в Севастополі.Location: Sevastopol, Crimea, UkrainePov: ~44.511074, 33.529777Source:https://t.me/Crimeanwind/51386"
04.01.2024 23:46:14 UTC+03:00,"Робота протиповітряної оборони в Новоросійську, Краснодарський край.Location: Novorossiysk, Krasnodar Krai, RussiaPov:44.694764, 37.786309Source:https://t.me/Crimeanwind/51433"
05.01.2024 18:42:26 UTC+03:00,"Заявлено про ураження макета ""IRIS-T SLM"" за допомогою ""Ланцета"" в Дмитренці, Херсонська область.Location: Dmytrenka, Kherson Oblast, Ukraine47.004997, 33.164602Source:https://t.me/Ne_Donskoy/1714https://twitter.com/WarVehicle/status/1742912706095538475https://twitter.com/lost_warinua/status/1743229752758968703"
05.01.2024 20:14:12 UTC+03:00,"8-й полк ССО атакує російські позиції скидами з ФПВ дронів на південний захід від Роботиного, Запорізька область. Архівні кадри.Location: SW of Robotyne, Zaporizhzhia Oblast, Ukraine1:33-2:16 -47.431269, 35.826129Source:https://twitter.com/serhiyprytula/status/1743270440942858543"
05.01.2024 21:39:16 UTC+03:00,"Переміщення російських систем протиповітряної оборони в Єлизаветівці, Воронезька область. 26.02.2022.Location: Elyzavetovka, Voronezh Oblast, Russia50.454626, 40.189449Source:https://www.tiktok.com/@lelicbolicshincazyner6av/video/7068961318111382785?q=lelicbolicshincazyner6av&t=1704479766097"
06.01.2024 16:18:53 UTC+03:00,"Підрозділ ""Грифон"" 36-ї ОБрМП ФПВ дроном атакує російські позиції в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine46.744268, 33.111420Source:https://t.me/GRIFON501/213"
07.01.2024 14:18:45 UTC+03:00,"Українські військові розміновують прохід системою дистанційного розмінування ЗРП-2 (?) на схід від Кліщіївки, Донецька область.Location: E of Klishchiivka, Donetsk Oblast, Ukraine48.523273, 37.978406Source:https://t.me/supernova_plus/27081"
07.01.2024 18:50:15 UTC+03:00,"ССО мінометним вогнем знищують групу росіян на схід від Степового, Донецька область.Location: E of Stepove, Donetsk Oblast, Ukraine48.195122, 37.691207Source:https://t.me/ukr_sof/899"
07.01.2024 21:04:48 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дроном влучає в російську вантажівку з піхотою на південь від Петрівки, Донецька область.Location: S of Petrivka, Donetsk Oblast, Ukraine47.644679, 37.154078Source:https://t.me/pidrozdilshadowoficial/274"
07.01.2024 23:32:45 UTC+03:00,"Не, братан, я не забув це відеоhttps://t.me/natoptishh/2237https://t.me/osirskiy/446"
08.01.2024 14:35:58 UTC+03:00,"Підрозділ ""Медоїд"" ССО, як заявлено, знищує російський комплекс радіоелектронної боротьби ""Тірада-2"" на південь від Горлівки, Донецька область.Location: S of Horlivka, Donetsk Oblast, Ukraine48.264275, 38.024800Source:https://t.me/ukr_sof/900"
09.01.2024 00:35:43 UTC+03:00,"Аеророзвідка батальйона ім.Шейха Мансура коригує обстріл російських позицій касетними боєприпасами на Пн.Зх від Вербового, Запорізька область.Location: NW of Verbove, Zaporizhia Oblast, Ukraine47.459295,35.948063Source:https://t.me/aerorozvidka_bshm/127"
09.01.2024 23:04:12 UTC+03:00,"Робота підрозділу ГУР ""Кабул 9"" в Запорізькій області. Деякі гео вже були знайдені, деякі будуть знайдені, а може й не будуть,бо мені лінь.Location:Polohy, Zaporizhzhia Oblast, Ukraine0:01 -47.488254, 36.184008Ocheretuvate, Zaporizhzhia Oblast, Ukraine0:21 -47.341975, 35.958981Nove, Zaporizhzhia Oblast, Ukraine0:25 -47.349186, 35.794137Pavlivske, Zaporizhzhia Oblast, Ukraine0:31 -47.473833, 36.043319Dorozhnianka, Zaporizhzhia Oblast, Ukraine0:51 -47.581941, 36.263327Nesterianka, Zaporizhzhia Oblast, Ukraine1:17 -47.500696, 35.682487Source:https://t.me/DIUkraine/3291"
10.01.2024 15:41:02 UTC+03:00,"ФПВ дрон 5-ї окремої штурмової бригади атакує російські позиції на південний захід від Бахмута, Донецька область.Location: SW of Bakhmut, Donetsk Oblast, Ukraine0:01-0:20 -48.563518, 37.950777Source:https://twitter.com/ReporterTired/status/1745043482379505689"
10.01.2024 21:30:31 UTC+03:00,"Підрозділ ""Грифон"" 36-ї ОБрМП ФПВ дроном атакує російську піхоту в Кринках, Херсонська область.Location: Krynky, Kherson Oblast, Ukraine46.741345, 33.101352Source:https://t.me/ssternenko/24256"
11.01.2024 14:23:29 UTC+03:00,"Підрозділ ""SHADOW"" ФПВ дронами атакує російську піхоту на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.216522, 37.662736Source:https://t.me/pidrozdilshadowoficial/287"
11.01.2024 14:51:42 UTC+03:00,"""Strike Drones Company"" 47-ї ОМБр ФПВ дроном атакує російську піхоту на північний захід від Степового, Донецька область.Location: NW of Stepove, Donetsk Oblast, Ukraine48.216494, 37.662884Source:https://t.me/strikedronescompany/51"
11.01.2024 21:11:13 UTC+03:00,"Заявлено про знищення ангара з РСЗВ 4-ма КАБами (?) в Білому Колодязі, Харківська область.Location: Bilyi Kolodiaz, Kharkiv Oblast, Ukraine50.201315, 37.09712150.201401, 37.098736Source:https://t.me/The_Wrong_Side/14009"
12.01.2024 02:48:32 UTC+03:00,"Су-34 скидує ФАБ з модулем УМПК в районі населеного пункту Зуївка, Донецька область.Location: near Zuivka, Donetsk Oblast, Ukraine48.058176, 38.246355Source:https://t.me/mod_russia/33414"
12.01.2024 15:41:00 UTC+03:00,"Ка-52 застосовує некеровані авіаційні ракети С-8 на захід від Кремінної, Луганська область.Location: W of Kreminna, Luhansk Oblast, Ukraine49.035063,38.119572Source:https://t.me/mod_russia/34604"
